id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
39806,Men,Apparel,Bottomwear,Trousers,Black,Spring,2013.0,Formal,Peter England Men Black Trousers
34341,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Myntra Men Feared Strom Drive Purple T-shirt
22224,Women,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Little Miss Women Flower Green T-shirt
7446,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Proline Men Yellow Polo T-shirt
2134,Men,Apparel,Topwear,Shirts,Purple,Spring,2011.0,Casual,Basics Men Purple Slim Fit Checked Shirt
11234,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Flying Machine Women Lowrise Black Jeans
57421,Women,Apparel,Topwear,Shirts,Blue,Summer,2015.0,Casual,Angry Birds Women Blue T-shirt
14746,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
5123,Women,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Wrangler Women's Photo Print Olive T-shirt
34173,Boys,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-shirt
7674,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Sports,Puma Men's Round Neck Black T-shirt
16223,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Puma Men Rugby Navy Blue TShirt
13751,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Belmonte Men Stripes Blue Shirts
40039,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,ADIDAS Men White T-shirt
32419,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,ADIDAS Men Grey Shorts
51379,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Myntra Men Grey Shorts
6907,Women,Apparel,Topwear,Shirts,Cream,Summer,2011.0,Casual,Tantra Women's Re-incarnation Cream T-shirt
9173,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Bao Blue Jeans
48254,Boys,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,The Amazing Spiderman Boys Orange T-shirt
26825,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Highlander Men Beige Trousers
29051,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,ADIDAS Men Urban Movement Black T-shirt
8293,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Mr.Men Men's Purple Melange T-shirt
9341,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Puma Men Electro Cat White T-shirt
48066,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans
1910,Men,Apparel,Topwear,Shirts,Black,Fall,2010.0,Sports,Nike Men's Classic Patterned T-shirt
48402,Men,Apparel,Topwear,Shirts,Cream,Summer,2012.0,Casual,French Connection Men Cream Printed T-shirt
4806,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Edge Polo Steel Blue Polo T-shirt
53278,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Locomotive Men Black Shirt
4208,Boys,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Geo Team Kidswear
33993,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Shirt
29607,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt
3811,Boys,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Pooh And Tiger Red Kidswear
35258,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Lee Women Jane Pink Striped Shirt
17934,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Puma Men Solid Black Shorts
9517,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men white brown stripe White Shirts
28513,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Premier Knit Grey Shorts
2339,Men,Apparel,Topwear,Shirts,White,Fall,2010.0,Casual,Reebok Men White T-shirt
26489,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Puma Men Graphic Black T-shirt
11039,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Shirt
44835,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Sports,Puma Men Grey Training T-shirt
14779,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Shirts
33967,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Top
18988,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,ADIDAS Originals Men ST Logo White Tshirt
2937,Women,Apparel,Topwear,Shirts,Peach,Fall,2010.0,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt
7479,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Proline Men Black V-Neck T-shirt
16812,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
20128,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Checkerd Blue Shirt
39839,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
29297,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Wrangler Women Birdy Tee Black T-shirt
8869,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Solid Blue Shirts
19402,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,ADIDAS Men Printed Black Tshirt
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans
43648,Women,Apparel,Topwear,Dresses,Cream,Summer,2012.0,Casual,ONLY Women Cream A-Line Dress
27903,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Scullers For Her Beige Trousers
19630,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Black T-shirt
14913,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Mr. Men Men Mr. Nonsense Purple Tshirts
38988,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Wild West Red T-shirt
13967,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Ed Hardy Men Printed Red Tshirts
16429,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Levi's Men Printed White Tshirts
46359,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue Check Shirt
6990,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Mint Polo Grey Stripes Blue T-shirt
28928,Men,Apparel,Topwear,Shirts,Charcoal,Summer,2012.0,Casual,Mr. Men Printed Charcoal T-shirt
8204,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Locomotive Men Solid Langford Grey T-Shirts
31039,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Shirt
20379,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Urban Yoga Women Printed Grey Sweatshirt
28570,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Nike Women You Wish Black T-shirt
23198,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Red Striped Shirt
3288,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Guerrilla Men's I Like What I See Navy Blue T-shirt
48495,Women,Apparel,Bottomwear,Trousers,Olive,Winter,2011.0,Casual,French Connection Women Olive Trousers
27538,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Scullers Men Check Red & Blue Shirt
10188,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men   Blue & White Stripe Shirt
5943,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green Checked Shirt
4891,Women,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt
14528,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Off White & Blue Striped Shirt
33138,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Palm Tree Boys Check White Shirt
44856,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Puma Men Red Foundation Polo T-shirt
11268,Men,Apparel,Bottomwear,Trousers,Cream,Fall,2011.0,Formal,Indigo Nation Men Cream Trouser Cream Trousers
37598,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Madagascar3 Boys Blue Printed T-Shirt
29690,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Casual,Indigo Nation Men Check Charcoal Shorts
3886,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Wrangler Men's 1947 Light Weight Blue T-shirt
19839,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt
19005,Women,Apparel,Topwear,Sweatshirts,Grey,Summer,2011.0,Casual,ADIDAS Originals Women F Sleek Trf Grey Sweatshirt
2168,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Brown Shirt
4865,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Sports,ADIDAS Men White Liverpool Jersey
56769,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Horsefly Men Navy Blue & Red Striped Shirt
4059,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt
21409,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt
29664,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men White Shirt
3872,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Wrangler Men's Poster Print Slub Blue T-shirt
39092,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Striped Shirt
6158,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Lee Men's Quill Indigo Mood T-shirt
12841,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Ant Kids Multi Colour Grey Tshirts
26248,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo Tshirt
30923,Women,Apparel,Bottomwear,Skirts,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Skirt
32648,Men,Apparel,Bottomwear,Shorts,Black,Winter,2015.0,Sports,Nike Black Legacy Woven     Training  Shorts
14984,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,ADIDAS Men Real Madrid Black Sweatshirts
1973,Men,Apparel,Topwear,Shirts,Brown,Fall,2010.0,Casual,Quechua Mens Brown T-shirt
16072,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Highlander Men Solid Black Trouser
19806,Men,Apparel,Topwear,Shirts,Black,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Black Tshirt
34322,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Myntra Men Red Meltdown T-shirt
3085,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Probase Men's Standing Out Yellow T-shirt
13500,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Chimp Men VVVIP Grey T-shirts
2157,Men,Apparel,Topwear,Shirts,Yellow,Spring,2011.0,Casual,Basics Men Yellow Polo T-shirt
57442,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Angry Birds Women Pink T-shirt
44869,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
11257,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Puma Men cover Black Tshirts
52130,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Printed Dress
37795,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Check White & Green Shirt
5140,Women,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Wrangler Women's Pinstrupe Grey Melange T-shirt
14517,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & Light Brown Striped Shirt
4092,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple With Orange White T-shirt
51587,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Molly Jeans
31462,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Sports,Nike Men Advantage Geometric Blue Jersey
13732,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Belmonte Men Check Red Shirts
11401,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue Shirts
57214,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Shorts
7273,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Batman Men's Logo Distressed Light Yellow T-shirt
16624,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Probase Men Check Grey Trouser
12284,Men,Apparel,Topwear,Shirts,Maroon,Winter,2011.0,Casual,Genesis Maroon Casual Shirt
8835,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,Scullers Men Scul Green Trousers
16416,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Levi's Men Stripes Grey Tshirts
22623,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey T-shirt
31234,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Puma Men Blue Striped Polo T-shirt
26283,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Proline Men Purple T-shirt with Printed Detail
25406,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Sports,Nike Men White T-shirt
59980,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Cream Dress
33563,Women,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Wrangler Women Butterfly Yellow T-shirt
40091,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,ADIDAS Men White T-shirt
52554,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
39865,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Polo Red T-Shirt
20174,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Dark Green Check Shirt
5716,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Basics Men Red T-shirt
41385,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Green Candy Shirt
4402,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Billy Idol Men's Faceless Black T-shirt
7287,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,DC Comics Men's Flash Flock Logo Dark Red T-shirt
35452,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt
27197,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Pink Dress
26045,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Purple Shirt
29831,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Basics Men Purple Shirt
46392,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Printed T-shirt
18578,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Puma Women Black Sweatshirt
30312,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Myntra Men Viva Las Vegas Red T-shirt
3415,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Myntra Men's Octopus White T-shirt
12042,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirts
26277,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo T-shirt
32445,Men,Apparel,Bottomwear,Shorts,Black,Winter,2014.0,Sports,Adidas Men Black Shorts
59974,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & White Dress
40065,Men,Apparel,Topwear,Shirts,Orange,Summer,2010.0,Sports,ADIDAS Men Orange T-shirt
38943,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Check White Shirt
20180,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Rodeo Blue Shirt
18920,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Levis Men Work Western Purple Shirt
28789,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Denizen Men White Shirt
3071,Women,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Tantra Women's Shlokas Blue T-shirt
8499,Women,Apparel,Bottomwear,Skirts,Pink,Fall,2011.0,Casual,Forever New Women Blossom  Pink Printed Skirt
10371,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black Sweatshirt
24144,Men,Apparel,Topwear,Shirts,Blue,Spring,2012.0,Casual,ADIDAS Men Blue Printed T-shirt
4254,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Inkfruit Men's Rastra Black T-shirt
5988,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Locomotive Men Pink Checked Shirt
11091,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt
37761,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Check Green Shirt
44293,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue Check Shirt
23153,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Mark Taylor Men Black Printed T-shirt
12614,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Ed Hardy Men Printed White Tshirts
42164,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Status Quo Men Green T-shirt
30924,Women,Apparel,Bottomwear,Skirts,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Ghera Skirt
29035,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,ADIDAS Men Game Grey T-shirt
30118,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Flying Machine Men Printed Navy Blue T-shirt
14983,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Arrow Men Stripes Maroon Slim Fit Shirt
17508,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Classic Polo Men Stripes Grey Polo T-Shirt
12846,Boys,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Ant Kids Boys Rock Grey Tshirts
6963,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,s.Oliver Men's All You Need Purple T-shirt
24940,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Black Printed T-shirt
3875,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Wrangler Men's Trademark Washed Grey T-shirt
18918,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Levis Men Denim Grey Shirt
3049,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Tantra Men's Rupee Black T-shirt
26419,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Turtle Men Check Green Shirt
18316,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Wills Lifestyle Men Check Green Shirt
23957,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Provogue Men Blue Shirt
48466,Women,Apparel,Dress,Dresses,Black,Winter,2011.0,Party,French Connection Women Black Dress
4862,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Sports,ADIDAS Men Chelsea Home Blue Jersey
37759,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt
44851,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Puma Men Red Ferrari T-shirt
39405,Men,Apparel,Topwear,Shirts,Lavender,Summer,2014.0,Smart Casual,U.S. Polo Assn. Men Lavender & White Striped Linen Tailored Fit Smart Casual Shirt
4298,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Tantra Men's Budwiser Aqua Green T-shirt
3881,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Wrangler Men's Wrangler Flag Navy T-shirt
31668,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Spykar Men Grey Jeans
16278,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Pink Floyd Men Pink Floyd Grey Sweatshirts
30588,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Nike Men Club Pique Polo Blue T-shirt
5178,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Rolling Stone Men's The Rolling Stones Navy T-shirt
19654,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Printed Black Tshirt
41349,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Wrangler Men Blue Skanders Jeans
27369,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Tantra Men Hippy Blue T-shirt
6997,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,s.Oliver Men's De-Nim White T-shirt
19466,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Quiksilver Men Red Check Shirt
37766,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,John Players Men Check Orange Shirt
4061,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Myntra Men's Radio Head Yellow T-shirt
23154,Men,Apparel,Topwear,Shirts,Off White,Fall,2011.0,Casual,Mark Taylor Men Off White Printed T-shirt
12613,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Ed Hardy Men Printed Black Tshirts
23968,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Casual T-shirt
48459,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,French Connection Men Blue Striped Shorts
18927,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Levi's Men Flock Print Purple Tshirt
24143,Men,Apparel,Topwear,Shirts,Grey,Spring,2012.0,Casual,ADIDAS Men Printed Grey T-shirt
10376,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Printed Blue Tshirts
15604,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Sports,Nike Men Bsktbll Black T-Shirts
21431,Women,Apparel,Bottomwear,Shorts,White,Winter,2012.0,Casual,Roxy Women White Shorts
4253,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Probase Men's Crack Print Ghost Buster Brown T-shirt
17537,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Formal,Mark Taylor Men Yellow & Blue Striped Shirt
6160,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Lee Men's Striper Black White T-shirt
46395,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & White Check Shirt
30315,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Myntra Men Red T-shirt
12045,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Spykar Men Solid Black Shirts
3412,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Myntra Mens Hard work never killed anyone T-shirt
59973,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2012.0,Casual,Avirate Women Navy Blue Dress
24527,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,Mother Earth Men Olive Shirt
10712,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Nike Women Casual short sleeve tshirt Blue Tshirts
33590,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Wrangler Men Urban Folk Polo Navy Blue T-shirt
20187,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Solid Chambray Blue Shirt
4405,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Nirvana Men's Shoulder Fade Black T-shirt
35455,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt
30127,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Flying Machine Men Green Polo T-shirt
26042,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men White Shirt
12277,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Genesis Men Stripes Black Shirts
6194,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,UCB Men's Logo Chest white T-shirt
46361,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Check Shirt
22624,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Sports,Nike Men Solid White T-shirt
16411,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Check Navy Blue Shirts
43613,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Angry Birds Men Blue T-shirt
27356,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Tantra Men 50 Bubbles White T-shirt
26284,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Proline Men Yellow T-shirt with Printed Detail
19459,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Quiksilver Men Basic Grey T-shirt
31233,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Puma Men Navy Blue and White Striped Polo neck T-shirt
59987,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black Dress
40096,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue T-shirt
33564,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Women Butterfly White T-shirt
39862,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Polo Black T-Shirt
52553,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
20173,Men,Apparel,Topwear,Shirts,Purple,Winter,2011.0,Casual,Wrangler Men Dark Purple Shirt
11406,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts
14948,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Status Quo Men Stripes Maroon Tshirts
20341,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Proline Men Solid Grey Sweatshirt
16623,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Probase Men Solid Brown Trouser
13351,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Women Washed Black Jeans
